profit_target,stop_loss_mult,avg_pnl_improvement,avg_roi_improvement,avg_sharpe_improvement,pct_configs_improved,median_pnl_improvement
0.25,1.5,1391.4172353392935,-87.44719483532745,-86.505734447977,100.0,445.27502492120965
0.25,2.0,986.9813380330434,-90.31621414707499,-89.58993020810563,98.0,327.8358422541809
0.25,3.0,178.10954342054274,-96.05425277057012,-95.75832172836287,57.199999999999996,55.673213462319694
0.5,1.5,3655.4329935825203,-69.76220407648164,-65.22653468795387,100.0,1320.918664850997
0.5,2.0,3250.997096276269,-72.63122338822919,-68.52590689646357,100.0,1157.993294514946
0.5,3.0,2442.1253016637684,-78.36926201172429,-75.12465131348294,100.0,847.1071699305066
0.7,1.5,5152.089257686432,-58.055998949868766,-49.24775872934121,100.0,1938.2808297508361
0.7,2.0,4747.653360380181,-60.92501826161632,-52.719272096555756,100.0,1727.4025293287739
0.7,3.0,3938.7815657676806,-66.66305688511143,-59.662298830984845,100.0,1412.2386886018658
